,year,title,author,abstract,link,pdf,name
585,2019,Classifying Treatment Responders Under Causal Effect Monotonicity,Nathan Kallus,"In the context of individual-level causal inference, we study the problem of predicting whether someone will respond or not to a treatment based on their features and past examples of features, treatment indicator (e.g., drug/no drug), and a binary outcome (e.g., recovery from disease). As a classification task, the problem is made difficult by not knowing the example outcomes under the opposite treatment indicators. We assume the effect is monotonic, as in advertising’s effect on a purchase or bail-setting’s effect on reappearance in court: either it would have happened regardless of treatment, not happened regardless, or happened only depending on exposure to treatment. Predicting whether the latter is latently the case is our focus. While previous work focuses on conditional average treatment effect estimation, formulating the problem as a classification task allows us to develop new tools more suited to this problem. By leveraging monotonicity, we develop new discriminative and generative algorithms for the responder-classification problem. We explore and discuss connections to corrupted data and policy learning. We provide an empirical study with both synthetic and real datasets to compare these specialized algorithms to standard benchmarks.",http://proceedings.mlr.press/v97/kallus19a.html,http://proceedings.mlr.press/v97/kallus19a/kallus19a.pdf,ICML
586,2019,Sum-of-Squares Polynomial Flow,"Priyank Jaini,         Kira A. Selby,         Yaoliang Yu","Triangular map is a recent construct in probability theory that allows one to transform any source probability density function to any target density function. Based on triangular maps, we propose a general framework for high-dimensional density estimation, by specifying one-dimensional transformations (equivalently conditional densities) and appropriate conditioner networks. This framework (a) reveals the commonalities and differences of existing autoregressive and flow based methods, (b) allows a unified understanding of the limitations and representation power of these recent approaches and, (c) motivates us to uncover a new Sum-of-Squares (SOS) flow that is interpretable, universal, and easy to train. We perform several synthetic experiments on various density geometries to demonstrate the benefits (and short-comings) of such transformations. SOS flows achieve competitive results in simulations and several real-world datasets.",http://proceedings.mlr.press/v97/jaini19a.html,http://proceedings.mlr.press/v97/jaini19a/jaini19a.pdf,ICML
587,2019,Entropic GANs meet VAEs: A Statistical Approach to Compute Sample Likelihoods in GANs,"Yogesh Balaji,         Hamed Hassani,         Rama Chellappa,         Soheil Feizi","Building on the success of deep learning, two modern approaches to learn a probability model from the data are Generative Adversarial Networks (GANs) and Variational AutoEncoders (VAEs). VAEs consider an explicit probability model for the data and compute a generative distribution by maximizing a variational lower-bound on the log-likelihood function. GANs, however, compute a generative model by minimizing a distance between observed and generated probability distributions without considering an explicit model for the observed data. The lack of having explicit probability models in GANs prohibits computation of sample likelihoods in their frameworks and limits their use in statistical inference problems. In this work, we resolve this issue by constructing an explicit probability model that can be used to compute sample likelihood statistics in GANs. In particular, we prove that under this probability model, a family of Wasserstein GANs with an entropy regularization can be viewed as a generative model that maximizes a variational lower-bound on average sample log likelihoods, an approach that VAEs are based on. This result makes a principled connection between two modern generative models, namely GANs and VAEs. In addition to the aforementioned theoretical results, we compute likelihood statistics for GANs trained on Gaussian, MNIST, SVHN, CIFAR-10 and LSUN datasets. Our numerical results validate the proposed theory.",http://proceedings.mlr.press/v97/balaji19a.html,http://proceedings.mlr.press/v97/balaji19a/balaji19a.pdf,ICML
588,2019,POLITEX: Regret Bounds for Policy Iteration using Expert Prediction,"Yasin Abbasi-Yadkori,         Peter Bartlett,         Kush Bhatia,         Nevena Lazic,         Csaba Szepesvari,         Gellert Weisz","We present POLITEX (POLicy ITeration with EXpert advice), a variant of policy iteration where each policy is a Boltzmann distribution over the sum of action-value function estimates of the previous policies, and analyze its regret in continuing RL problems. We assume that the value function error after running a policy for ττ\tau time steps scales as ϵ(τ)=ϵ0+O(d/τ−−−√)ϵ(τ)=ϵ0+O(d/τ)\epsilon(\tau) = \epsilon_0 + O(\sqrt{d/\tau}), where ϵ0ϵ0\epsilon_0 is the worst-case approximation error and ddd is the number of features in a compressed representation of the state-action space. We establish that this condition is satisfied by the LSPE algorithm under certain assumptions on the MDP and policies. Under the error assumption, we show that the regret of POLITEX in uniformly mixing MDPs scales as O(d1/2T3/4+ϵ0T)O(d1/2T3/4+ϵ0T)O(d^{1/2}T^{3/4} + \epsilon_0T), where O(⋅)O(⋅)O(\cdot) hides logarithmic terms and problem-dependent constants. Thus, we provide the first regret bound for a fully practical model-free method which only scales in the number of features, and not in the size of the underlying MDP. Experiments on a queuing problem confirm that POLITEX is competitive with some of its alternatives, while preliminary results on Ms Pacman (one of the standard Atari benchmark problems) confirm the viability of POLITEX beyond linear function approximation.",http://proceedings.mlr.press/v97/lazic19a.html,http://proceedings.mlr.press/v97/lazic19a/lazic19a.pdf,ICML
589,2019,Control Regularization for Reduced Variance Reinforcement Learning,"Richard Cheng,         Abhinav Verma,         Gabor Orosz,         Swarat Chaudhuri,         Yisong Yue,         Joel Burdick","Dealing with high variance is a significant challenge in model-free reinforcement learning (RL). Existing methods are unreliable, exhibiting high variance in performance from run to run using different initializations/seeds. Focusing on problems arising in continuous control, we propose a functional regularization approach to augmenting model-free RL. In particular, we regularize the behavior of the deep policy to be similar to a policy prior, i.e., we regularize in function space. We show that functional regularization yields a bias-variance trade-off, and propose an adaptive tuning strategy to optimize this trade-off. When the policy prior has control-theoretic stability guarantees, we further show that this regularization approximately preserves those stability guarantees throughout learning. We validate our approach empirically on a range of settings, and demonstrate significantly reduced variance, guaranteed dynamic stability, and more efficient learning than deep RL alone.",http://proceedings.mlr.press/v97/cheng19a.html,http://proceedings.mlr.press/v97/cheng19a/cheng19a.pdf,ICML
590,2019,Natural Analysts in Adaptive Data Analysis,"Tijana Zrnic,         Moritz Hardt","Adaptive data analysis is frequently criticized for its pessimistic generalization guarantees. The source of these pessimistic bounds is a model that permits arbitrary, possibly adversarial analysts that optimally use information to bias results. While being a central issue in the field, still lacking are notions of natural analysts that allow for more optimistic bounds faithful to the reality that typical analysts aren’t adversarial. In this work, we propose notions of natural analysts that smoothly interpolate between the optimal non-adaptive bounds and the best-known adaptive generalization bounds. To accomplish this, we model the analyst’s knowledge as evolving according to the rules of an unknown dynamical system that takes in revealed information and outputs new statistical queries to the data. This allows us to restrict the analyst through different natural control-theoretic notions. One such notion corresponds to a recency bias, formalizing an inability to arbitrarily use distant information. Another complementary notion formalizes an anchoring bias, a tendency to weight initial information more strongly. Both notions come with quantitative parameters that smoothly interpolate between the non-adaptive case and the fully adaptive case, allowing for a rich spectrum of intermediate analysts that are neither non-adaptive nor adversarial. Natural not only from a cognitive perspective, we show that our notions also capture standard optimization methods, like gradient descent in various settings. This gives a new interpretation to the fact that gradient descent tends to overfit much less than its adaptive nature might suggest.",http://proceedings.mlr.press/v97/zrnic19a.html,http://proceedings.mlr.press/v97/zrnic19a/zrnic19a.pdf,ICML
591,2019,Structured agents for physical construction,"Victor Bapst,         Alvaro Sanchez-Gonzalez,         Carl Doersch,         Kimberly Stachenfeld,         Pushmeet Kohli,         Peter Battaglia,         Jessica Hamrick","Physical construction—the ability to compose objects, subject to physical dynamics, to serve some function—is fundamental to human intelligence. We introduce a suite of challenging physical construction tasks inspired by how children play with blocks, such as matching a target configuration, stacking blocks to connect objects together, and creating shelter-like structures over target objects. We examine how a range of deep reinforcement learning agents fare on these challenges, and introduce several new approaches which provide superior performance. Our results show that agents which use structured representations (e.g., objects and scene graphs) and structured policies (e.g., object-centric actions) outperform those which use less structured representations, and generalize better beyond their training when asked to reason about larger scenes. Model-based agents which use Monte-Carlo Tree Search also outperform strictly model-free agents in our most challenging construction problems. We conclude that approaches which combine structured representations and reasoning with powerful learning are a key path toward agents that possess rich intuitive physics, scene understanding, and planning.",http://proceedings.mlr.press/v97/bapst19a.html,http://proceedings.mlr.press/v97/bapst19a/bapst19a.pdf,ICML
592,2019,Hessian Aided Policy Gradient,"Zebang Shen,         Alejandro Ribeiro,         Hamed Hassani,         Hui Qian,         Chao Mi","Reducing the variance of estimators for policy gradient has long been the focus of reinforcement learning research. 	While classic algorithms like REINFORCE find an ϵϵ\epsilon-approximate first-order stationary point in \OM(1/ϵ4)\OM(1/ϵ4)\OM({1}/{\epsilon^4}) random trajectory simulations, no provable improvement on the complexity has been made so far. 	This paper presents a Hessian aided policy gradient method with the first improved sample complexity of \OM(1/ϵ3)\OM(1/ϵ3)\OM({1}/{\epsilon^3}). 	While our method exploits information from the policy Hessian, it can be implemented in linear time with respect to the parameter dimension and is hence applicable to sophisticated DNN parameterization. 	Simulations on standard tasks validate the efficiency of our method.",http://proceedings.mlr.press/v97/shen19d.html,http://proceedings.mlr.press/v97/shen19d/shen19d.pdf,ICML
593,2019,SGD without Replacement: Sharper Rates for General Smooth Convex Functions,"Dheeraj Nagaraj,         Prateek Jain,         Praneeth Netrapalli","We study stochastic gradient descent without replacement (SGDo) for smooth convex functions. SGDo is widely observed to converge faster than true SGD where each sample is drawn independently with replacement (Bottou,2009) and hence, is more popular in practice. But it’s convergence properties are not well understood as sampling without replacement leads to coupling between iterates and gradients. By using method of exchangeable pairs to bound Wasserstein distance, we provide the first non-asymptotic results for SGDo when applied to general smooth, strongly-convex functions. In particular, we show that SGDo converges at a rate of O(1/K2)O(1/K^2) while SGD is known to converge at O(1/K)O(1/K) rate, where KK denotes the number of passes over data and is required to be large enough. Existing results for SGDo in this setting require additional Hessian Lipschitz assumption (Gurbuzbalaban et al, 2015; HaoChen and Sra 2018). For small KK, we show SGDo can achieve same convergence rate as SGD for general smooth strongly-convex functions. Existing results in this setting require K=1K=1 and hold only for generalized linear models (Shamir,2016). In addition, by careful analysis of the coupling, for both large and small KK, we obtain better dependence on problem dependent parameters like condition number.",http://proceedings.mlr.press/v97/nagaraj19a.html,http://proceedings.mlr.press/v97/nagaraj19a/nagaraj19a.pdf,ICML
594,2019,Model Comparison for Semantic Grouping,"Francisco Vargas,         Kamen Brestnichki,         Nils Hammerla","We introduce a probabilistic framework for quantifying the semantic similarity between two groups of embeddings. We formulate the task of semantic similarity as a model comparison task in which we contrast a generative model which jointly models two sentences versus one that does not. We illustrate how this framework can be used for the Semantic Textual Similarity tasks using clear assumptions about how the embeddings of words are generated. We apply model comparison that utilises information criteria to address some of the shortcomings of Bayesian model comparison, whilst still penalising model complexity. We achieve competitive results by applying the proposed framework with an appropriate choice of likelihood on the STS datasets.",http://proceedings.mlr.press/v97/vargas19a.html,http://proceedings.mlr.press/v97/vargas19a/vargas19a.pdf,ICML
595,2019,Zero-Shot Knowledge Distillation in Deep Networks,"Gaurav Kumar Nayak,         Konda Reddy Mopuri,         Vaisakh Shaj,         Venkatesh Babu Radhakrishnan,         Anirban Chakraborty","Knowledge distillation deals with the problem of training a smaller model (Student) from a high capacity source model (Teacher) so as to retain most of its performance. Existing approaches use either the training data or meta-data extracted from it in order to train the Student. However, accessing the dataset on which the Teacher has been trained may not always be feasible if the dataset is very large or it poses privacy or safety concerns (e.g., bio-metric or medical data). Hence, in this paper, we propose a novel data-free method to train the Student from the Teacher. Without even using any meta-data, we synthesize the Data Impressions from the complex Teacher model and utilize these as surrogates for the original training data samples to transfer its learning to Student via knowledge distillation. We, therefore, dub our method “Zero-Shot Knowledge Distillation"" and demonstrate that our framework results in competitive generalization performance as achieved by distillation using the actual training data samples on multiple benchmark datasets.",http://proceedings.mlr.press/v97/nayak19a.html,http://proceedings.mlr.press/v97/nayak19a/nayak19a.pdf,ICML
596,2019,Fair k-Center Clustering for Data Summarization,"Matthäus Kleindessner,         Pranjal Awasthi,         Jamie Morgenstern","In data summarization we want to choose kk prototypes in order to summarize a data set. We study a setting where the data set comprises several demographic groups and we are restricted to choose kik_i prototypes belonging to group ii. A common approach to the problem without the fairness constraint is to optimize a centroid-based clustering objective such as kk-center. A natural extension then is to incorporate the fairness constraint into the clustering problem. Existing algorithms for doing so run in time super-quadratic in the size of the data set, which is in contrast to the standard kk-center problem being approximable in linear time. In this paper, we resolve this gap by providing a simple approximation algorithm for the kk-center problem under the fairness constraint with running time linear in the size of the data set and kk. If the number of demographic groups is small, the approximation guarantee of our algorithm only incurs a constant-factor overhead.",http://proceedings.mlr.press/v97/kleindessner19a.html,http://proceedings.mlr.press/v97/kleindessner19a/kleindessner19a.pdf,ICML
597,2019,Unsupervised Label Noise Modeling and Loss Correction,"Eric Arazo,         Diego Ortego,         Paul Albert,         Noel O’Connor,         Kevin Mcguinness","Despite being robust to small amounts of label noise, convolutional neural networks trained with stochastic gradient methods have been shown to easily fit random labels. When there are a mixture of correct and mislabelled targets, networks tend to fit the former before the latter. This suggests using a suitable two-component mixture model as an unsupervised generative model of sample loss values during training to allow online estimation of the probability that a sample is mislabelled. Specifically, we propose a beta mixture to estimate this probability and correct the loss by relying on the network prediction (the so-called bootstrapping loss). We further adapt mixup augmentation to drive our approach a step further. Experiments on CIFAR-10/100 and TinyImageNet demonstrate a robustness to label noise that substantially outperforms recent state-of-the-art. Source code is available at https://git.io/fjsvE and Appendix at https://arxiv.org/abs/1904.11238.",http://proceedings.mlr.press/v97/arazo19a.html,http://proceedings.mlr.press/v97/arazo19a/arazo19a.pdf,ICML
598,2019,Grid-Wise Control for Multi-Agent Reinforcement Learning in Video Game AI,"Lei Han,         Peng Sun,         Yali Du,         Jiechao Xiong,         Qing Wang,         Xinghai Sun,         Han Liu,         Tong Zhang","We consider the problem of multi-agent reinforcement learning (MARL) in video game AI, where the agents are located in a spatial grid-world environment and the number of agents varies both within and across episodes. The challenge is to flexibly control an arbitrary number of agents while achieving effective collaboration. Existing MARL methods usually suffer from the trade-off between these two considerations. To address the issue, we propose a novel architecture that learns a spatial joint representation of all the agents and outputs grid-wise actions. Each agent will be controlled independently by taking the action from the grid it occupies. By viewing the state information as a grid feature map, we employ a convolutional encoder-decoder as the policy network. This architecture naturally promotes agent communication because of the large receptive field provided by the stacked convolutional layers. Moreover, the spatially shared convolutional parameters enable fast parallel exploration that the experiences discovered by one agent can be immediately transferred to others. The proposed method can be conveniently integrated with general reinforcement learning algorithms, e.g., PPO and Q-learning. We demonstrate the effectiveness of the proposed method in extensive challenging multi-agent tasks in StarCraft II.",http://proceedings.mlr.press/v97/han19a.html,http://proceedings.mlr.press/v97/han19a/han19a.pdf,ICML
599,2019,Matrix-Free Preconditioning in Online Learning,"Ashok Cutkosky,         Tamas Sarlos","We provide an online convex optimization algorithm with regret that interpolates between the regret of an algorithm using an optimal preconditioning matrix and one using a diagonal preconditioning matrix. Our regret bound is never worse than that obtained by diagonal preconditioning, and in certain setting even surpasses that of algorithms with full-matrix preconditioning. Importantly, our algorithm runs in the same time and space complexity as online gradient descent. Along the way we incorporate new techniques that mildly streamline and improve logarithmic factors in prior regret analyses. We conclude by benchmarking our algorithm on synthetic data and deep learning tasks.",http://proceedings.mlr.press/v97/cutkosky19b.html,http://proceedings.mlr.press/v97/cutkosky19b/cutkosky19b.pdf,ICML
600,2019,A Better k-means++ Algorithm via Local Search,"Silvio Lattanzi,         Christian Sohler","In this paper, we develop a new variant of k-means++ seeding that in expectation achieves a constant approximation guarantee. We obtain this result by a simple combination of k-means++ sampling with a local search strategy. We evaluate our algorithm empirically and show that it also improves the quality of a solution in practice.",http://proceedings.mlr.press/v97/lattanzi19a.html,http://proceedings.mlr.press/v97/lattanzi19a/lattanzi19a.pdf,ICML
601,2019,Probabilistic Neural Symbolic Models for Interpretable Visual Question Answering,"Ramakrishna Vedantam,         Karan Desai,         Stefan Lee,         Marcus Rohrbach,         Dhruv Batra,         Devi Parikh","We propose a new class of probabilistic neural-symbolic models, that have symbolic functional programs as a latent, stochastic variable. Instantiated in the context of visual question answering, our probabilistic formulation offers two key conceptual advantages over prior neural-symbolic models for VQA. Firstly, the programs generated by our model are more understandable while requiring less number of teaching examples. Secondly, we show that one can pose counterfactual scenarios to the model, to probe its beliefs on the programs that could lead to a specified answer given an image. Our results on the CLEVR and SHAPES datasets verify our hypotheses, showing that the model gets better program (and answer) prediction accuracy even in the low data regime, and allows one to probe the coherence and consistency of reasoning performed.",http://proceedings.mlr.press/v97/vedantam19a.html,http://proceedings.mlr.press/v97/vedantam19a/vedantam19a.pdf,ICML
602,2019,On the Convergence and Robustness of Adversarial Training,"Yisen Wang,         Xingjun Ma,         James Bailey,         Jinfeng Yi,         Bowen Zhou,         Quanquan Gu","Improving the robustness of deep neural networks (DNNs) to adversarial examples is an important yet challenging problem for secure deep learning. Across existing defense techniques, adversarial training with Projected Gradient Decent (PGD) is amongst the most effective. Adversarial training solves a min-max optimization problem, with the inner maximization generating adversarial examples by maximizing the classification loss, and the outer minimization finding model parameters by minimizing the loss on adversarial examples generated from the inner maximization. A criterion that measures how well the inner maximization is solved is therefore crucial for adversarial training. In this paper, we propose such a criterion, namely First-Order Stationary Condition for constrained optimization (FOSC), to quantitatively evaluate the convergence quality of adversarial examples found in the inner maximization. With FOSC, we find that to ensure better robustness, it is essential to use adversarial examples with better convergence quality at the later stages of training. Yet at the early stages, high convergence quality adversarial examples are not necessary and may even lead to poor robustness. Based on these observations, we propose a dynamic training strategy to gradually increase the convergence quality of the generated adversarial examples, which significantly improves the robustness of adversarial training. Our theoretical and empirical results show the effectiveness of the proposed method.",http://proceedings.mlr.press/v97/wang19i.html,http://proceedings.mlr.press/v97/wang19i/wang19i.pdf,ICML
603,2019,Tight Kernel Query Complexity of Kernel Ridge Regression and Kernel kkk-means Clustering,"Taisuke Yasuda,         David Woodruff,         Manuel Fernandez","Kernel methods generalize machine learning algorithms that only depend on the pairwise inner products of the dataset by replacing inner products with kernel evaluations, a function that passes input points through a nonlinear feature map before taking the inner product in a higher dimensional space. In this work, we present nearly tight lower bounds on the number of kernel evaluations required to approximately solve kernel ridge regression (KRR) and kernel kkk-means clustering (KKMC) on nnn input points. For KRR, our bound for relative error approximation the argmin of the objective function is Ω(ndλeff/ε)Ω(ndλeff/ε)\Omega(nd_{\mathrm{eff}}^\lambda/\varepsilon) where dλeffdλeffd_{\mathrm{eff}}^\lambda is the effective statistical dimension, tight up to a log(dλeff/ε)log(dλeff/ε)\log(d_{\mathrm{eff}}^\lambda/\varepsilon) factor. For KKMC, our bound for finding a kkk-clustering achieving a relative error approximation of the objective function is Ω(nk/ε)Ω(nk/ε)\Omega(nk/\varepsilon), tight up to a log(k/ε)log(k/ε)\log(k/\varepsilon) factor. Our KRR result resolves a variant of an open question of El Alaoui and Mahoney, asking whether the effective statistical dimension is a lower bound on the sampling complexity or not. Furthermore, for the important input distribution case of mixtures of Gaussians, we provide algorithms that bypass the above lower bounds.",http://proceedings.mlr.press/v97/yasuda19a.html,http://proceedings.mlr.press/v97/yasuda19a/yasuda19a.pdf,ICML
604,2019,Hiring Under Uncertainty,"Manish Purohit,         Sreenivas Gollapudi,         Manish Raghavan","In this paper we introduce the hiring under uncertainty problem to model the questions faced by hiring committees in large enterprises and universities alike. Given a set of nnn eligible candidates, the decision maker needs to choose the sequence of candidates to make offers so as to hire the kkk best candidates. However, candidates may choose to reject an offer (for instance, due to a competing offer) and the decision maker has a time limit by which all positions must be filled. Given an estimate of the probabilities of acceptance for each candidate, the hiring under uncertainty problem is to design a strategy of making offers so that the total expected value of all candidates hired by the time limit is maximized. We provide a 2-approximation algorithm for the setting where offers must be made in sequence, an 8-approximation when offers may be made in parallel, and a 10-approximation for the more general stochastic knapsack setting with finite probes.",http://proceedings.mlr.press/v97/purohit19a.html,http://proceedings.mlr.press/v97/purohit19a/purohit19a.pdf,ICML
605,2019,Contextual Memory Trees,"Wen Sun,         Alina Beygelzimer,         Hal Daumé Iii,         John Langford,         Paul Mineiro","We design and study a Contextual Memory Tree (CMT), a learning memory controller that inserts new memories into an experience store of unbounded size. It operates online and is designed to efficiently query for memories from that store, supporting logarithmic time insertion and retrieval operations. Hence CMT can be integrated into existing statistical learning algorithms as an augmented memory unit without substantially increasing training and inference computation. Furthermore CMT operates as a reduction to classification, allowing it to benefit from advances in representation or architecture. We demonstrate the efficacy of CMT by augmenting existing multi-class and multi-label classification algorithms with CMT and observe statistical improvement. We also test CMT learning on several image-captioning tasks to demonstrate that it performs computationally better than a simple nearest neighbors memory system while benefitting from reward learning.",http://proceedings.mlr.press/v97/sun19a.html,http://proceedings.mlr.press/v97/sun19a/sun19a.pdf,ICML
606,2019,MetricGAN: Generative Adversarial Networks based Black-box Metric Scores Optimization for Speech Enhancement,"Szu-Wei Fu,         Chien-Feng Liao,         Yu Tsao,         Shou-De Lin","Adversarial loss in a conditional generative adversarial network (GAN) is not designed to directly optimize evaluation metrics of a target task, and thus, may not always guide the generator in a GAN to generate data with improved metric scores. To overcome this issue, we propose a novel MetricGAN approach with an aim to optimize the generator with respect to one or multiple evaluation metrics. Moreover, based on MetricGAN, the metric scores of the generated data can also be arbitrarily specified by users. We tested the proposed MetricGAN on a speech enhancement task, which is particularly suitable to verify the proposed approach because there are multiple metrics measuring different aspects of speech signals. Moreover, these metrics are generally complex and could not be fully optimized by Lp or conventional adversarial losses.",http://proceedings.mlr.press/v97/fu19b.html,http://proceedings.mlr.press/v97/fu19b/fu19b.pdf,ICML
607,2019,EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks,"Mingxing Tan,         Quoc Le","Convolutional Neural Networks (ConvNets) are commonly developed at a fixed resource budget, and then scaled up for better accuracy if more resources are given. In this paper, we systematically study model scaling and identify that carefully balancing network depth, width, and resolution can lead to better performance. Based on this observation, we propose a new scaling method that uniformly scales all dimensions of depth/width/resolution using a simple yet highly effective compound coefficient. We demonstrate the effectiveness of this method on MobileNets and ResNet. To go even further, we use neural architecture search to design a new baseline network and scale it up to obtain a family of models, called EfficientNets, which achieve much better accuracy and efficiency than previous ConvNets. In particular, our EfficientNet-B7 achieves stateof-the-art 84.4% top-1 / 97.1% top-5 accuracy on ImageNet, while being 8.4x smaller and 6.1x faster on inference than the best existing ConvNet (Huang et al., 2018). Our EfficientNets also transfer well and achieve state-of-the-art accuracy on CIFAR-100 (91.7%), Flower (98.8%), and 3 other transfer learning datasets, with an order of magnitude fewer parameters.",http://proceedings.mlr.press/v97/tan19a.html,http://proceedings.mlr.press/v97/tan19a/tan19a.pdf,ICML
608,2019,Sorting Out Lipschitz Function Approximation,"Cem Anil,         James Lucas,         Roger Grosse","Training neural networks under a strict Lipschitz constraint is useful for provable adversarial robustness, generalization bounds, interpretable gradients, and Wasserstein distance estimation. By the composition property of Lipschitz functions, it suffices to ensure that each individual affine transformation or nonlinear activation is 1-Lipschitz. The challenge is to do this while maintaining the expressive power. We identify a necessary property for such an architecture: each of the layers must preserve the gradient norm during backpropagation. Based on this, we propose to combine a gradient norm preserving activation function, GroupSort, with norm-constrained weight matrices. We show that norm-constrained GroupSort architectures are universal Lipschitz function approximators. Empirically, we show that norm-constrained GroupSort networks achieve tighter estimates of Wasserstein distance than their ReLU counterparts and can achieve provable adversarial robustness guarantees with little cost to accuracy.",http://proceedings.mlr.press/v97/anil19a.html,http://proceedings.mlr.press/v97/anil19a/anil19a.pdf,ICML
609,2019,Composing Entropic Policies using Divergence Correction,"Jonathan Hunt,         Andre Barreto,         Timothy Lillicrap,         Nicolas Heess","Composing skills mastered in one task to solve novel tasks promises dramatic improvements in the data efficiency of reinforcement learning. Here, we analyze two recent works composing behaviors represented in the form of action-value functions and show that they perform poorly in some situations. As part of this analysis, we extend an important generalization of policy improvement to the maximum entropy framework and introduce an algorithm for the practical implementation of successor features in continuous action spaces. Then we propose a novel approach which addresses the failure cases of prior work and, in principle, recovers the optimal policy during transfer. This method works by explicitly learning the (discounted, future) divergence between base policies. We study this approach in the tabular case and on non-trivial continuous control problems with compositional structure and show that it outperforms or matches existing methods across all tasks considered.",http://proceedings.mlr.press/v97/hunt19a.html,http://proceedings.mlr.press/v97/hunt19a/hunt19a.pdf,ICML
610,2019,Bayesian leave-one-out cross-validation for large data,"Måns Magnusson,         Michael Andersen,         Johan Jonasson,         Aki Vehtari","Model inference, such as model comparison, model checking, and model selection, is an important part of model development. Leave-one-out cross-validation (LOO) is a general approach for assessing the generalizability of a model, but unfortunately, LOO does not scale well to large datasets. We propose a combination of using approximate inference techniques and probability-proportional-to-size-sampling (PPS) for fast LOO model evaluation for large datasets. We provide both theoretical and empirical results showing good properties for large data.",http://proceedings.mlr.press/v97/magnusson19a.html,http://proceedings.mlr.press/v97/magnusson19a/magnusson19a.pdf,ICML
611,2019,Domain Adaptation with Asymmetrically-Relaxed Distribution Alignment,"Yifan Wu,         Ezra Winston,         Divyansh Kaushik,         Zachary Lipton","Domain adaptation addresses the common situation in which the target distribution generating our test data differs from the source distribution generating our training data. While absent assumptions, domain adaptation is impossible, strict conditions, e.g. covariate or label shift, enable principled algorithms. Recently-proposed domain-adversarial approaches consist of aligning source and target encodings, an approach often motivated as minimizing two (of three) terms in a theoretical bound on target error. Unfortunately, this minimization can cause arbitrary increases in the third term, a problem guaranteed to arise under shifting label distributions. We propose asymmetrically-relaxed distribution alignment, a new approach that overcomes some limitations of standard domain-adversarial algorithms. Moreover, we characterize precise assumptions under which our algorithm is theoretically principled and demonstrate empirical benefits on both synthetic and real datasets.",http://proceedings.mlr.press/v97/wu19f.html,http://proceedings.mlr.press/v97/wu19f/wu19f.pdf,ICML
612,2019,Greedy Orthogonal Pivoting Algorithm for Non-Negative Matrix Factorization,"Kai Zhang,         Sheng Zhang,         Jun Liu,         Jun Wang,         Jie Zhang","Non-negative matrix factorization is a powerful tool for learning useful representations in the data and has been widely applied in many problems such as data mining and signal processing. Orthogonal NMF, which can improve the locality of decomposition, has drawn considerable interest in solving clustering problems in recent years. However, imposing simultaneous non-negative and orthogonal structure can be quite difficult, and so existing algorithms can only solve it approximately. To address this challenge, we propose an innovative procedure called Greedy Orthogonal Pivoting Algorithm (GOPA). The GOPA algorithm fully exploits the sparsity of non-negative orthogonal solutions to break the global problem into a series of local optimizations, in which an adaptive subset of coordinates are updated in a greedy, closed-form manner. The biggest advantage of GOPA is that it promotes exact orthogonality and provides solid empirical evidence that stronger orthogonality does contribute favorably to better clustering performance. On the other hand, we further design randomized and parallel version of GOPA, which can further reduce the computational cost and improve accuracy, making it suitable for large data.",http://proceedings.mlr.press/v97/zhang19r.html,http://proceedings.mlr.press/v97/zhang19r/zhang19r.pdf,ICML
613,2019,On Scalable and Efficient Computation of Large Scale Optimal Transport,"Yujia Xie,         Minshuo Chen,         Haoming Jiang,         Tuo Zhao,         Hongyuan Zha","Optimal Transport (OT) naturally arises in many machine learning applications, yet the heavy computational burden limits its wide-spread uses. To address the scalability issue, we propose an implicit generative learning-based framework called SPOT (Scalable Push-forward of Optimal Transport). Specifically, we approximate the optimal transport plan by a pushforward of a reference distribution, and cast the optimal transport problem into a minimax problem. We then can solve OT problems efficiently using primal dual stochastic gradient-type algorithms. We also show that we can recover the density of the optimal transport plan using neural ordinary differential equations. Numerical experiments on both synthetic and real datasets illustrate that SPOT is robust and has favorable convergence behavior. SPOT also allows us to efficiently sample from the optimal transport plan, which benefits downstream applications such as domain adaptation.",http://proceedings.mlr.press/v97/xie19a.html,http://proceedings.mlr.press/v97/xie19a/xie19a.pdf,ICML
614,2019,Adjustment Criteria for Generalizing Experimental Findings,"Juan Correa,         Jin Tian,         Elias Bareinboim","Generalizing causal effects from a controlled experiment to settings beyond the particular study population is arguably one of the central tasks found in empirical circles. While a proper design and careful execution of the experiment would support, under mild conditions, the validity of inferences about the population in which the experiment was conducted, two challenges make the extrapolation step to different populations somewhat involved, namely, transportability and sampling selection bias. The former is concerned with disparities in the distributions and causal mechanisms between the domain (i.e., settings, population, environment) where the experiment is conducted and where the inferences are intended; the latter with distortions in the sample’s proportions due to preferential selection of units into the study. In this paper, we investigate the assumptions and machinery necessary for using covariate adjustment to correct for the biases generated by both of these problems, and generalize experimental data to infer causal effects in a new domain. We derive complete graphical conditions to determine if a set of covariates is admissible for adjustment in this new setting. Building on the graphical characterization, we develop an efficient algorithm that enumerates all possible admissible sets with poly-time delay guarantee; this can be useful for when some variables are preferred over the others due to different costs or amenability to measurement.",http://proceedings.mlr.press/v97/correa19a.html,http://proceedings.mlr.press/v97/correa19a/correa19a.pdf,ICML
